"","haul_number","year","month","day","wdfw_region","location_accuracy","had_gps","Sampling_Type","Num_of_Replicates","Depth","Measurement_Unit","Temperature","Salinity","Tide","new_lat","new_lon","location","gear","type","species","count","notes","row_color"
"4140","5201I",1952,1,6,"South Sound",3,0,"Otter trawl",1,"30-58","Fathoms",0,0,-1,47.3226488181,-122.705750534,"13","otter","vert.","ratfish",200,NA,NA
"4141","5201I",1952,1,6,"South Sound",3,0,"Otter trawl",1,"30-58","Fathoms",0,0,-1,47.3226488181,-122.705750534,"13","otter","vert.","Pacific hake",40,NA,"blue"
"4142","5201J",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-27","Fathoms",0,0,-1,47.162558929,-122.875869218,"13","otter","vert.","flathead sole",1,NA,NA
"4143","5201J",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-27","Fathoms",0,0,-1,47.162558929,-122.875869218,"13","otter","vert.","longnose skate",6,NA,NA
"4144","5201J",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-27","Fathoms",0,0,-1,47.162558929,-122.875869218,"13","otter","vert.","English sole",109,NA,NA
"4145","5201J",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-27","Fathoms",0,0,-1,47.162558929,-122.875869218,"13","otter","vert.","rock sole",51,NA,NA
"4146","5201J",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-27","Fathoms",0,0,-1,47.162558929,-122.875869218,"13","otter","vert.","big skate",3,NA,NA
"4147","5201J",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-27","Fathoms",0,0,-1,47.162558929,-122.875869218,"13","otter","vert.","dogfish",NA,"1000lbs",NA
"4148","5201J",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-27","Fathoms",0,0,-1,47.162558929,-122.875869218,"13","otter","vert.","Pacific cod",2,NA,NA
"4149","5201J",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-27","Fathoms",0,0,-1,47.162558929,-122.875869218,"13","otter","vert.","ratfish",NA,"800lbs",NA
"4150","5201J",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-27","Fathoms",0,0,-1,47.162558929,-122.875869218,"13","otter","vert.","Pacific cod",20,NA,NA
"4151","5201J",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-27","Fathoms",0,0,-1,47.162558929,-122.875869218,"13","otter","vert.","C-O sole",6,NA,NA
"4152","5201K",1952,1,7,"South Sound",2,0,"Otter trawl",1,"10-15","Fathoms",0,0,-1,47.1622472243,-122.975600408,"13","otter","vert.","English sole",4,NA,NA
"4153","5201K",1952,1,7,"South Sound",2,0,"Otter trawl",1,"10-15","Fathoms",0,0,-1,47.1622472243,-122.975600408,"13","otter","vert.","rock sole",9,NA,NA
"4154","5201K",1952,1,7,"South Sound",2,0,"Otter trawl",1,"10-15","Fathoms",0,0,-1,47.1622472243,-122.975600408,"13","otter","vert.","dogfish",NA,"4000lbs",NA
"4155","5201L",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,-1,47.2890613691,-122.887997173,"13","otter","vert.","longnose skate",20,NA,NA
"4156","5201L",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,-1,47.2890613691,-122.887997173,"13","otter","vert.","starry flounder",6,NA,NA
"4157","5201L",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,-1,47.2890613691,-122.887997173,"13","otter","vert.","ratfish",2,NA,NA
"4158","5201L",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,-1,47.2890613691,-122.887997173,"13","otter","vert.","shiner perch",100,NA,NA
"4159","5201L",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,-1,47.2890613691,-122.887997173,"13","otter","vert.","sand sole",10,NA,NA
"4160","5201L",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,-1,47.2890613691,-122.887997173,"13","otter","vert.","English sole",47,NA,NA
"4161","5201L",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,-1,47.2890613691,-122.887997173,"13","otter","vert.","C-O sole",41,NA,NA
"4162","5201L",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,-1,47.2890613691,-122.887997173,"13","otter","vert.","dogfish",NA,"5000lbs",NA
"4163","5201L",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,-1,47.2890613691,-122.887997173,"13","otter","vert.","rock sole",190,NA,NA
"4164","5201L",1952,1,7,"South Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,-1,47.2890613691,-122.887997173,"13","otter","vert.","big skate",3,NA,NA
"4165","5201M",1952,1,7,"South Sound",2,0,"Otter trawl",1,"37-40","Fathoms",0,0,-1,47.1360501016,-122.72740337,"13","otter","vert.","English sole",NA,"1600lbs",NA
"4166","5201M",1952,1,7,"South Sound",2,0,"Otter trawl",1,"37-40","Fathoms",0,0,-1,47.1360501016,-122.72740337,"13","otter","vert.","Pacific cod",NA,"150lbs",NA
"4167","5201M",1952,1,7,"South Sound",2,0,"Otter trawl",1,"37-40","Fathoms",0,0,-1,47.1360501016,-122.72740337,"13","otter","vert.","longnose skate",50,NA,NA
"4168","5201M",1952,1,7,"South Sound",2,0,"Otter trawl",1,"37-40","Fathoms",0,0,-1,47.1360501016,-122.72740337,"13","otter","vert.","rock sole",NA,"200lbs",NA
"4169","5201M",1952,1,7,"South Sound",2,0,"Otter trawl",1,"37-40","Fathoms",0,0,-1,47.1360501016,-122.72740337,"13","otter","vert.","dogfish",NA,"1200lbs",NA
"4170","5201M",1952,1,7,"South Sound",2,0,"Otter trawl",1,"37-40","Fathoms",0,0,-1,47.1360501016,-122.72740337,"13","otter","vert.","ratfish",NA,"300lbs",NA
"4171","5201M",1952,1,7,"South Sound",2,0,"Otter trawl",1,"37-40","Fathoms",0,0,-1,47.1360501016,-122.72740337,"13","otter","vert.","copper rockfish",NA,"500lbs",NA
"4172","5201M",1952,1,7,"South Sound",2,0,"Otter trawl",1,"37-40","Fathoms",0,0,-1,47.1360501016,-122.72740337,"13","otter","vert.","big skate",4,NA,NA
"4173","5201N",1952,1,8,"South Sound",3,0,"Otter trawl",1,"25-40","Fathoms",0,0,-1,47.2594295289,-122.608639162,"13","otter","vert.","dogfish",20,NA,NA
"4174","5201N",1952,1,8,"South Sound",3,0,"Otter trawl",1,"25-40","Fathoms",0,0,-1,47.2594295289,-122.608639162,"13","otter","vert.","ratfish",75,NA,NA
"4175","5201N",1952,1,8,"South Sound",3,0,"Otter trawl",1,"25-40","Fathoms",0,0,-1,47.2594295289,-122.608639162,"13","otter","vert.","walleye pollock",NA,"100lbs",NA
"4176","5201N",1952,1,8,"South Sound",3,0,"Otter trawl",1,"25-40","Fathoms",0,0,-1,47.2594295289,-122.608639162,"13","otter","vert.","Pacific cod",NA,"200lbs",NA
"4177","5201N",1952,1,8,"South Sound",3,0,"Otter trawl",1,"25-40","Fathoms",0,0,-1,47.2594295289,-122.608639162,"13","otter","vert.","copper rockfish",NA,"300lbs",NA
"4178","5201N",1952,1,8,"South Sound",3,0,"Otter trawl",1,"25-40","Fathoms",0,0,-1,47.2594295289,-122.608639162,"13","otter","vert.","English sole",NA,"100lbs",NA
"4179","5201O",1952,1,8,"South Sound",2,0,"Otter trawl",1,"25-40","Fathoms",0,0,-1,47.2889589642,-122.71968871,"13","otter","vert.","rock sole",50,NA,NA
"4180","5201O",1952,1,8,"South Sound",2,0,"Otter trawl",1,"25-40","Fathoms",0,0,-1,47.2889589642,-122.71968871,"13","otter","vert.","sand sole",10,NA,NA
"4181","5201O",1952,1,8,"South Sound",2,0,"Otter trawl",1,"25-40","Fathoms",0,0,-1,47.2889589642,-122.71968871,"13","otter","vert.","copper rockfish",10,NA,NA
"4182","5201O",1952,1,8,"South Sound",2,0,"Otter trawl",1,"25-40","Fathoms",0,0,-1,47.2889589642,-122.71968871,"13","otter","vert.","English sole",5326,NA,NA
"4183","5201O",1952,1,8,"South Sound",2,0,"Otter trawl",1,"25-40","Fathoms",0,0,-1,47.2889589642,-122.71968871,"13","otter","vert.","plainfin midshipman",60,NA,NA
"4184","5201O",1952,1,8,"South Sound",2,0,"Otter trawl",1,"25-40","Fathoms",0,0,-1,47.2889589642,-122.71968871,"13","otter","vert.","flathead sole",100,NA,NA
"4185","5201P",1952,1,8,"South Sound",2,0,"Otter trawl",1,"10-20","Fathoms",0,0,0,47.2889589642,-122.71968871,"13","otter","vert.","English sole",184,NA,NA
"4186","5201P",1952,1,8,"South Sound",2,0,"Otter trawl",1,"10-20","Fathoms",0,0,0,47.2889589642,-122.71968871,"13","otter","vert.","starry flounder",500,NA,NA
"4187","5201P",1952,1,8,"South Sound",2,0,"Otter trawl",1,"10-20","Fathoms",0,0,0,47.2889589642,-122.71968871,"13","otter","vert.","plainfin midshipman",20,NA,NA
"4188","5201P",1952,1,8,"South Sound",2,0,"Otter trawl",1,"10-20","Fathoms",0,0,0,47.2889589642,-122.71968871,"13","otter","vert.","walleye pollock",800,NA,NA
"4189","5201P",1952,1,8,"South Sound",2,0,"Otter trawl",1,"10-20","Fathoms",0,0,0,47.2889589642,-122.71968871,"13","otter","vert.","rock sole",50,NA,NA
"4190","5201P",1952,1,8,"South Sound",2,0,"Otter trawl",1,"10-20","Fathoms",0,0,0,47.2889589642,-122.71968871,"13","otter","vert.","sand sole",40,NA,NA
"4191","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","rex sole",27,NA,NA
"4192","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","invert.","Pugettia gracilis",1,NA,NA
"4193","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","canary rockfish",1,NA,NA
"4194","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","Pacific tomcod",1,NA,NA
"4195","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","ratfish",NA,"no #, but 200lbs weighed",NA
"4196","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","Pacific cod",3,NA,NA
"4197","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","Pacific sanddab",2,NA,NA
"4198","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","walleye pollock",12,NA,NA
"4199","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","invert.","Metridium sp.",22,NA,NA
"4200","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","Dover sole",2,NA,NA
"4201","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","invert.","Hippasteria spinosa",1,NA,NA
"4202","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","invert.","Molpadia sp.",1,NA,NA
"4203","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","yellowtail rockfish",1,NA,NA
"4204","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","invert.","Chorillia sp.",2,NA,"blue"
"4205","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","English sole",16,NA,NA
"4206","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","shiner perch",1,NA,NA
"4207","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","slender sole",8,NA,NA
"4208","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","redstripe rockfish",1,NA,NA
"4209","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","invert.","Crossaster papposus",2,NA,NA
"4210","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","kelp greenling",1,NA,NA
"4211","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","invert.","Pandalus borealis",1,NA,NA
"4212","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","invert.","Mediaster aequalis",4,NA,NA
"4213","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","quillback rockfish",41,NA,NA
"4214","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","invert.","Pandalopsis dispar",1,NA,NA
"4215","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","sharpchin rockfish",6,NA,NA
"4216","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","copper rockfish",3,NA,NA
"4217","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","arrowtooth flounder",2,NA,NA
"4218","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","blacktip poacher",1,NA,NA
"4219","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","dogfish",2,NA,NA
"4220","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","invert.","Pandalus platyceros",16,NA,NA
"4221","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","threadfin sculpin",3,NA,NA
"4222","5203A",1952,1,28,"Central Sound",12,0,"Otter trawl",1,"29-50","Fathoms",0,0,-1,47.6907637285,-122.42139478,"10E","otter","vert.","longnose skate",1,NA,NA
"4223","5203B",1952,1,28,"Central Sound",13,0,"Otter trawl",1,"48-58","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","slender sole",2,NA,NA
"4224","5203B",1952,1,28,"Central Sound",13,0,"Otter trawl",1,"48-58","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","yelloweye rockfish",2,NA,NA
"4225","5203B",1952,1,28,"Central Sound",13,0,"Otter trawl",1,"48-58","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","walleye pollock",2,NA,NA
"4226","5203B",1952,1,28,"Central Sound",13,0,"Otter trawl",1,"48-58","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Hippasteria spinosa",6,NA,NA
"4227","5203B",1952,1,28,"Central Sound",13,0,"Otter trawl",1,"48-58","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Metridium sp.",6,NA,NA
"4228","5203B",1952,1,28,"Central Sound",13,0,"Otter trawl",1,"48-58","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","Pacific cod",1,NA,NA
"4229","5203B",1952,1,28,"Central Sound",13,0,"Otter trawl",1,"48-58","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Parastichopus californicus",1,NA,NA
"4230","5203B",1952,1,28,"Central Sound",13,0,"Otter trawl",1,"48-58","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Mediaster aequalis",35,NA,NA
"4231","5203B",1952,1,28,"Central Sound",13,0,"Otter trawl",1,"48-58","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","ratfish",95,NA,NA
"4232","5203B",1952,1,28,"Central Sound",13,0,"Otter trawl",1,"48-58","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Chorillia sp.",1,NA,"blue"
"4233","5203B",1952,1,28,"Central Sound",13,0,"Otter trawl",1,"48-58","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Crossaster papposus",1,NA,NA
"4234","5203B",1952,1,28,"Central Sound",13,0,"Otter trawl",1,"48-58","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","longnose skate",1,NA,NA
"4235","5203B",1952,1,28,"Central Sound",13,0,"Otter trawl",1,"48-58","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","quillback rockfish",6,NA,NA
"4236","5203B",1952,1,28,"Central Sound",13,0,"Otter trawl",1,"48-58","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","arrowtooth flounder",1,NA,NA
"4237","5203B",1952,1,28,"Central Sound",13,0,"Otter trawl",1,"48-58","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","English sole",2,NA,NA
"4238","5203B",1952,1,28,"Central Sound",13,0,"Otter trawl",1,"48-58","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Pugettia gracilis",1,NA,NA
"4239","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Cancer productus",1,NA,NA
"4240","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","roughback sculpin",1,NA,NA
"4241","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","ratfish",4,NA,NA
"4242","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","whitespotted greenling",1,NA,NA
"4243","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","speckled sanddab",4,NA,NA
"4244","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Mediaster aequalis",11,NA,NA
"4245","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","C-O sole",6,NA,NA
"4246","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","cabezon",1,NA,NA
"4247","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","rock sole",62,NA,NA
"4248","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","Pacific staghorn sculpin",2,NA,NA
"4249","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","Pacific sanddab",1,NA,NA
"4250","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","silverspotted sculpin",1,NA,NA
"4251","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Parastichopus californicus",16,NA,NA
"4252","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Pleurophyllidia sp.",1,NA,NA
"4253","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","pile perch",1,NA,NA
"4254","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","English sole",4,NA,NA
"4255","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Chelyosoma productum",1,NA,NA
"4256","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Strongylocentrotus droebachiensis",1,NA,NA
"4257","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","petrale sole",1,NA,NA
"4258","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Ptilosarcus gurneyi",2,NA,NA
"4259","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Pycnopodia helianthoides",2,NA,NA
"4260","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Crossaster papposus",1,NA,NA
"4261","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Hippasteria spinosa",5,NA,NA
"4262","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Tritonia sp.",3,NA,NA
"4263","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Evasterias troscheli",4,NA,NA
"4264","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","sand sole",2,NA,NA
"4265","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Paguristes sp.",1,NA,NA
"4266","5203C",1952,1,28,"Central Sound",3,0,"Otter trawl",1,"5-10","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","longnose skate",4,NA,NA
"4267","5203D",1952,1,28,"Central Sound",14,0,"Otter trawl",1,"17-18","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","Pacific tomcod",211,NA,NA
"4268","5203D",1952,1,28,"Central Sound",14,0,"Otter trawl",1,"17-18","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","roughback sculpin",16,NA,NA
"4269","5203D",1952,1,28,"Central Sound",14,0,"Otter trawl",1,"17-18","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","Pacific sanddab",77,NA,NA
"4270","5203D",1952,1,28,"Central Sound",14,0,"Otter trawl",1,"17-18","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","Pacific staghorn sculpin",5,NA,NA
"4271","5203D",1952,1,28,"Central Sound",14,0,"Otter trawl",1,"17-18","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","vert.","C-O sole",1,NA,NA
"4272","5203D",1952,1,28,"Central Sound",14,0,"Otter trawl",1,"17-18","Fathoms",0,0,0,47.6907637285,-122.42139478,"10E","otter","invert.","Pandalus danae",6,NA,NA
